timestamp (python), timestamp (Teensy), Angular pos (deg), AGC, Status, Angular Vel (deg),,,
42.50487137,312,309.8144531,92,103,-7.990057,0.263671875,0.312260628,
42.51586914,323,309.8144531,92,103,0,0.263671875,0.3232584,
42.52586937,333,309.8144531,92,103,0,0.263671875,0.333258629,
42.53587365,344,309.8144531,92,103,0,0.263671875,0.343262911,
42.54687214,354,309.8144531,92,103,0,0.263671875,0.354261398,
42.55687165,365,309.8144531,92,103,0,0.263671875,0.364260912,
42.56787086,375,309.8144531,92,103,0,0.263671875,0.375260115,
42.57787108,385,309.8144531,92,103,0,0.263671875,0.385260344,
42.58887148,396,309.8144531,92,103,0,0.263671875,0.396260738,
42.59887004,406,309.8144531,92,103,0,0.263671875,0.406259298,
42.60886884,417,309.9023438,92,103,8.7890625,0.3515625,0.416258097,
42.61974263,427,309.9023438,92,103,0,0.3515625,0.427131891,
42.6304636,438,309.9023438,92,103,0,0.3515625,0.437852859,
42.64010501,448,309.9023438,92,103,0,0.3515625,0.447494268,
42.65110445,458,309.9023438,92,103,0,0.3515625,0.45849371,
42.66110516,469,309.9023438,92,103,0,0.3515625,0.468494415,
42.67210746,479,309.9023438,92,103,0,0.3515625,0.479496717,
42.68210483,490,309.9023438,92,103,0,0.3515625,0.489494085,
42.69310641,500,309.9023438,92,103,0,0.3515625,0.500495672,
42.70310664,511,309.9023438,92,103,0,0.3515625,0.510495901,
42.71410728,521,309.9023438,92,103,0,0.3515625,0.521496534,
42.72410846,531,309.9023438,92,103,0,0.3515625,0.531497717,
42.73410749,542,309.9023438,92,103,0,0.3515625,0.541496754,
42.74510646,552,309.8144531,92,103,-7.990057,0.263671875,0.552495718,
42.75510859,563,309.7265625,92,103,-8.7890625,0.17578125,0.562497854,
42.76510477,573,309.7265625,92,103,0,0.17578125,0.57249403,
42.77610636,584,309.7265625,92,103,0,0.17578125,0.583495617,
42.78710723,594,309.6386719,92,103,-8.7890625,0.087890625,0.594496489,
42.79710531,604,309.6386719,92,103,0,0.087890625,0.604494572,
42.80710459,615,309.6386719,92,103,0,0.087890625,0.614493847,
42.8181107,625,309.5507813,92,103,-7.990057,0,0.625499964,
42.8281095,636,309.5507813,92,103,0,0,0.635498762,
42.83910799,646,309.5507813,92,103,0,0,0.64649725,
42.84910631,657,309.5507813,92,103,0,0,0.656495571,
42.85910869,667,309.5507813,92,103,0,0,0.666497946,
42.87010598,677,309.5507813,92,103,0,0,0.677495241,
42.8801074,688,309.5507813,92,103,0,0,0.687496662,
42.89110661,698,309.6386719,92,103,7.990057,0.087890625,0.698495865,
42.90110636,709,309.6386719,92,103,0,0.087890625,0.708495617,
42.91210675,719,309.6386719,92,103,0,0.087890625,0.719496012,
42.9221108,729,309.6386719,92,103,0,0.087890625,0.729500055,
42.93210602,740,309.6386719,92,103,0,0.087890625,0.739495277,
42.94310904,750,309.6386719,92,103,0,0.087890625,0.750498295,
42.95310569,761,309.6386719,92,103,0,0.087890625,0.760494947,
42.96410751,771,309.6386719,92,103,0,0.087890625,0.771496773,
42.97410893,782,309.6386719,92,103,0,0.087890625,0.781498194,
42.98410559,792,309.6386719,92,103,0,0.087890625,0.791494846,
42.99510622,802,309.7265625,92,103,7.990057,0.17578125,0.80249548,
43.00510621,813,309.6386719,92,103,-8.7890625,0.087890625,0.81249547,
43.01610613,823,309.7265625,92,103,7.990057,0.17578125,0.823495388,
43.02610731,834,309.7265625,92,103,0,0.17578125,0.833496571,
43.0371058,844,309.7265625,92,103,0,0.17578125,0.844495058,
43.04710627,855,309.7265625,92,103,0,0.17578125,0.854495525,
43.0571053,865,309.7265625,92,103,0,0.17578125,0.864494562,
43.0681088,875,309.7265625,92,103,0,0.17578125,0.875498056,
43.0781064,886,309.7265625,92,103,0,0.17578125,0.885495663,
43.08913898,896,309.7265625,92,103,0,0.17578125,0.896528244,
43.09960246,907,309.7265625,92,103,0,0.17578125,0.90699172,
43.11023641,917,309.8144531,92,103,7.990057,0.263671875,0.917625666,
43.12041259,928,309.8144531,92,103,0,0.263671875,0.927801847,
43.13073158,938,309.8144531,92,103,0,0.263671875,0.938120842,
43.14100575,948,309.9023438,92,103,7.990057,0.3515625,0.948395014,
43.15151811,959,309.9023438,92,103,0,0.3515625,0.958907366,
43.16223121,969,309.9023438,92,103,0,0.3515625,0.969620466,
43.17237711,980,309.9023438,92,103,0,0.3515625,0.979766369,
43.18270993,990,309.9023438,92,103,0,0.3515625,0.990099192,
43.19370127,1001,309.9023438,92,103,0,0.3515625,1.001090527,
43.20392776,1011,309.9023438,92,103,0,0.3515625,1.011317015,
43.21421027,1021,309.9023438,92,103,0,0.3515625,1.021599531,
43.22395229,1032,309.9023438,92,103,0,0.3515625,1.031341553,
43.23526049,1042,309.8144531,92,103,-7.990057,0.263671875,1.042649746,
43.24532723,1053,309.7265625,92,103,-8.7890625,0.17578125,1.052716494,
43.25544906,1063,309.7265625,92,103,0,0.17578125,1.062838316,
43.26645112,1074,309.7265625,92,103,0,0.17578125,1.07384038,
43.27645206,1084,309.7265625,92,103,0,0.17578125,1.083841324,
43.28644776,1094,309.7265625,92,103,0,0.17578125,1.093837023,
43.29745102,1105,309.8144531,92,103,8.7890625,0.263671875,1.104840279,
43.30844927,1115,309.8144531,92,103,0,0.263671875,1.115838528,
43.31844687,1126,309.9023438,92,103,8.7890625,0.3515625,1.125836134,
43.3284483,1136,309.9023438,92,103,0,0.3515625,1.135837555,
43.33945155,1146,309.9023438,92,103,0,0.3515625,1.146840811,
43.34944797,1157,309.9902344,92,103,8.7890625,0.439453125,1.156837225,
43.35944915,1167,309.9902344,92,103,0,0.439453125,1.166838408,
43.37044859,1178,310.078125,92,103,8.7890625,0.52734375,1.177837849,
43.3804512,1188,310.1660156,92,103,7.990057,0.615234375,1.187840462,
43.39145017,1199,310.1660156,92,103,0,0.615234375,1.198839426,
43.40145111,1209,310.2539063,92,103,8.7890625,0.703125,1.20884037,
43.41244864,1219,310.2539063,92,103,0,0.703125,1.219837904,
43.42244959,1230,310.2539063,92,103,0,0.703125,1.229838848,
43.43244958,1240,310.2539063,92,103,0,0.703125,1.239838839,
43.44344878,1251,310.2539063,92,103,0,0.703125,1.250838041,
43.45344758,1261,310.2539063,92,103,0,0.703125,1.26083684,
43.46444893,1272,310.2539063,92,103,0,0.703125,1.271838188,
43.47444677,1282,310.1660156,92,103,-8.7890625,0.615234375,1.281836033,
43.4854486,1292,310.1660156,92,103,0,0.615234375,1.292837858,
43.49545074,1303,310.1660156,92,103,0,0.615234375,1.302839994,
43.50544977,1313,310.078125,92,103,-7.990057,0.52734375,1.312839031,
43.51644874,1324,310.078125,92,103,0,0.52734375,1.323837996,
43.52644992,1334,309.9902344,92,103,-7.990057,0.439453125,1.333839178,
43.53745055,1345,309.9023438,92,103,-8.7890625,0.3515625,1.344839811,
43.54744959,1355,309.9023438,92,103,0,0.3515625,1.354838848,
43.55845165,1365,309.9023438,92,103,0,0.3515625,1.365840912,
43.56844831,1376,309.9023438,92,103,0,0.3515625,1.375837564,
43.57844758,1386,309.9023438,92,103,0,0.3515625,1.38583684,
43.58944964,1397,309.9023438,92,103,0,0.3515625,1.396838903,
43.59945178,1407,309.9023438,92,103,0,0.3515625,1.40684104,
43.61044836,1418,309.9023438,92,103,0,0.3515625,1.41783762,
43.62095094,1428,309.9023438,92,103,0,0.3515625,1.428340197,
43.63075161,1438,309.9023438,92,103,0,0.3515625,1.438140869,
43.64175224,1449,309.9023438,92,103,0,0.3515625,1.449141502,
43.65217996,1459,309.9023438,92,103,0,0.3515625,1.459569216,
43.6622293,1470,309.9023438,92,103,0,0.3515625,1.469618559,
43.6732347,1480,309.9023438,92,103,0,0.3515625,1.48062396,
43.68322968,1491,309.9023438,92,103,0,0.3515625,1.490618944,
43.69323111,1501,309.9902344,92,103,8.7890625,0.439453125,1.500620365,
43.70422959,1511,309.9902344,92,103,0,0.439453125,1.511618853,
43.71423006,1522,309.9902344,92,103,0,0.439453125,1.52161932,
43.72523141,1532,309.9902344,92,103,0,0.439453125,1.532620668,
43.73522949,1543,309.9902344,92,103,0,0.439453125,1.542618752,
43.74523234,1553,309.9902344,92,103,0,0.439453125,1.552621603,
43.75622773,1563,310.078125,92,103,7.990057,0.52734375,1.563616991,
43.7662282,1574,310.078125,92,103,0,0.52734375,1.573617458,
43.77722955,1584,310.078125,92,103,0,0.52734375,1.584618807,
43.78723097,1595,310.078125,92,103,0,0.52734375,1.594620228,
43.79722881,1605,310.078125,92,103,0,0.52734375,1.604618073,
43.80822778,1616,310.078125,92,103,0,0.52734375,1.615617037,
43.81822944,1626,310.078125,92,103,0,0.52734375,1.625618696,
43.82922983,1636,310.078125,92,103,0,0.52734375,1.636619091,
43.83923292,1647,310.078125,92,103,0,0.52734375,1.646622181,
43.85022759,1657,310.078125,92,103,0,0.52734375,1.657616854,
43.86023164,1668,310.078125,92,103,0,0.52734375,1.667620897,
43.87022877,1678,310.078125,92,103,0,0.52734375,1.677618027,
43.88123083,1689,310.078125,92,103,0,0.52734375,1.68862009,
43.89122915,1699,310.078125,92,103,0,0.52734375,1.698618412,
43.90222979,1709,310.078125,92,103,0,0.52734375,1.709619045,
43.91223025,1720,310.078125,92,103,0,0.52734375,1.719619513,
43.92322969,1730,310.1660156,92,103,7.990057,0.615234375,1.730618954,
43.93322921,1741,310.1660156,92,103,0,0.615234375,1.740618467,
43.94322848,1751,310.1660156,92,103,0,0.615234375,1.750617743,
43.95423245,1762,310.1660156,92,103,0,0.615234375,1.761621714,
43.96523213,1772,310.2539063,92,103,8.7890625,0.703125,1.772621393,
43.97523022,1782,310.2539063,92,103,0,0.703125,1.782619476,
43.98522854,1793,310.3417969,92,103,8.7890625,0.791015625,1.792617798,
43.99623156,1803,310.4296875,92,103,7.990057,0.87890625,1.803620815,
44.00623345,1814,310.4296875,92,103,0,0.87890625,1.813622713,
44.01723051,1824,310.5175781,92,103,7.990057,0.966796875,1.82461977,
44.02723169,1835,310.5175781,92,103,0,0.966796875,1.834620953,
44.03722978,1845,310.6054688,92,103,8.7890625,1.0546875,1.844619036,
44.04823947,1855,310.6054688,92,103,0,1.0546875,1.855628729,
44.05823112,1866,310.6054688,92,103,0,1.0546875,1.865620375,
44.06923008,1876,310.6933594,92,103,7.990057,1.142578125,1.876619339,
44.07922792,1887,310.6933594,92,103,0,1.142578125,1.886617184,
44.08922791,1897,310.78125,92,103,7.990057,1.23046875,1.896617174,
44.1002326,1908,310.78125,92,103,0,1.23046875,1.907621861,
44.11022758,1918,310.8691406,92,103,8.7890625,1.318359375,1.917616844,
44.12122989,1928,310.8691406,92,103,0,1.318359375,1.928619146,
44.13122869,1939,310.9570313,92,103,8.7890625,1.40625,1.938617945,
44.1422298,1949,310.9570313,92,103,0,1.40625,1.949619055,
44.15223002,1960,311.0449219,92,103,8.7890625,1.494140625,1.959619284,
44.16260767,1970,311.0449219,92,103,0,1.494140625,1.969996929,
44.17260504,1981,311.1328125,92,103,7.990057,1.58203125,1.979994297,
44.18360758,1991,311.1328125,92,103,0,1.58203125,1.990996838,
44.19360805,2001,311.1328125,92,103,0,1.58203125,2.000997305,
44.20460463,2012,311.2207031,92,103,8.7890625,1.669921875,2.011993885,
44.21460414,2022,311.2207031,92,103,0,1.669921875,2.021993399,
44.22560477,2033,311.3085938,92,103,8.7890625,1.7578125,2.032994032,
44.23560715,2043,311.3964844,92,103,8.7890625,1.845703125,2.042996407,
44.24560571,2053,311.3964844,92,103,0,1.845703125,2.052994967,
44.25660515,2064,311.484375,92,103,8.7890625,1.93359375,2.063994408,
44.26760602,2074,311.5722656,92,103,7.990057,2.021484375,2.074995279,
44.27760696,2085,311.6601563,92,103,8.7890625,2.109375,2.084996223,
44.28760648,2095,311.7480469,92,103,7.990057,2.197265625,2.094995737,
44.29860616,2106,311.7480469,92,103,0,2.197265625,2.105995417,
44.30860496,2116,311.9238281,92,103,17.578125,2.373046875,2.115994215,
44.3186059,2126,312.0117188,92,103,7.990057,2.4609375,2.125995159,
44.32960558,2137,312.0996094,92,103,8.7890625,2.548828125,2.136994839,
44.33960652,2147,312.1875,92,103,7.990057,2.63671875,2.146995783,
44.35060716,2158,312.2753906,92,103,8.7890625,2.724609375,2.157996416,
44.36060429,2168,312.3632813,92,103,7.990057,2.8125,2.167993546,
44.37060499,2179,312.4511719,92,103,8.7890625,2.900390625,2.177994251,
44.38160634,2189,312.5390625,92,103,8.7890625,2.98828125,2.1889956,
44.39160371,2199,312.7148438,92,103,15.980114,3.1640625,2.198992968,
44.40260649,2210,312.8027344,92,103,8.7890625,3.251953125,2.209995747,
44.41360545,2220,312.9785156,92,103,15.980114,3.427734375,2.220994711,
44.42360616,2231,313.0664063,92,103,8.7890625,3.515625,2.230995417,
44.43360639,2241,313.2421875,92,103,15.980114,3.69140625,2.240995646,
44.44460559,2252,313.3300781,92,103,8.7890625,3.779296875,2.251994848,
44.4546051,2262,313.5058594,92,103,17.578125,3.955078125,2.261994362,
44.46460462,2272,313.59375,92,103,7.990057,4.04296875,2.271993876,
44.47560692,2283,313.7695313,92,103,17.578125,4.21875,2.282996178,
44.48560548,2293,313.8574219,92,103,7.990057,4.306640625,2.292994738,
44.4966054,2304,313.9453125,92,103,8.7890625,4.39453125,2.303994656,
44.50660443,2314,314.1210938,92,103,15.980114,4.5703125,2.313993692,
44.51760697,2325,314.2089844,92,103,8.7890625,4.658203125,2.324996233,
44.52760649,2335,314.296875,92,103,8.7890625,4.74609375,2.334995747,
44.53760433,2345,314.3847656,92,103,7.990057,4.833984375,2.344993591,
44.5486052,2356,314.4726563,92,103,8.7890625,4.921875,2.355994463,
44.55860662,2366,314.5605469,92,103,7.990057,5.009765625,2.365995884,
44.56968069,2377,314.6484375,92,103,8.7890625,5.09765625,2.37706995,
44.57947898,2387,314.7363281,92,103,7.990057,5.185546875,2.386868238,
44.59047556,2398,314.8242188,92,103,8.7890625,5.2734375,2.397864819,
44.60047626,2408,314.9121094,92,103,8.7890625,5.361328125,2.407865524,
44.61147881,2418,315,92,103,7.990057,5.44921875,2.418868065,
44.62147689,2429,315.0878906,92,103,8.7890625,5.537109375,2.428866148,
44.63147783,2439,315.1757813,92,103,7.990057,5.625,2.438867092,
44.6424799,2450,315.3515625,92,103,17.578125,5.80078125,2.449869156,
44.65247679,2460,315.4394531,92,103,7.990057,5.888671875,2.459866047,
44.66364479,2471,315.5273438,92,103,8.7890625,5.9765625,2.47103405,
44.67342949,2481,315.703125,92,103,17.578125,6.15234375,2.480818748,
44.68442869,2491,315.8789063,92,103,15.980114,6.328125,2.491817951,
44.69442773,2502,315.9667969,92,103,8.7890625,6.416015625,2.501816988,
44.70443034,2512,316.1425781,92,103,15.980114,6.591796875,2.511819601,
44.71542811,2523,316.2304688,92,103,8.7890625,6.6796875,2.522817373,
44.72542715,2533,316.40625,92,103,17.578125,6.85546875,2.53281641,
44.73642802,2544,316.5820313,92,103,15.980114,7.03125,2.543817282,
44.74643064,2554,316.6699219,92,103,8.7890625,7.119140625,2.553819895,
44.75743127,2564,316.8457031,92,103,15.980114,7.294921875,2.564820528,
44.7674315,2575,317.0214844,92,103,17.578125,7.470703125,2.574820757,
44.77742624,2585,317.109375,92,103,7.990057,7.55859375,2.584815502,
44.78842831,2596,317.1972656,92,103,8.7890625,7.646484375,2.595817566,
44.7984283,2606,317.3730469,92,103,17.578125,7.822265625,2.605817556,
44.8094275,2616,317.3730469,92,103,0,7.822265625,2.616816759,
44.81943035,2627,317.5488281,92,103,17.578125,7.998046875,2.626819611,
44.82942629,2637,317.6367188,92,103,7.990057,8.0859375,2.636815548,
44.84042811,2648,317.7246094,92,103,8.7890625,8.173828125,2.647817373,
44.85042858,2658,317.8125,92,103,7.990057,8.26171875,2.657817841,
44.86142802,2669,317.8125,92,103,0,8.26171875,2.668817282,
44.8714304,2679,317.9003906,92,103,8.7890625,8.349609375,2.678819656,
44.88242817,2689,317.9882813,92,103,7.990057,8.4375,2.689817429,
44.89242792,2700,317.9882813,92,103,0,8.4375,2.699817181,
44.90243077,2710,317.9882813,92,103,0,8.4375,2.709820032,
44.91343021,2721,317.9882813,92,103,0,8.4375,2.720819473,
44.92343068,2731,317.9882813,92,103,0,8.4375,2.730819941,
44.93442893,2742,317.9882813,92,103,0,8.4375,2.74181819,
44.94442797,2752,317.9882813,92,103,0,8.4375,2.751817226,
44.95543122,2762,317.9882813,92,103,0,8.4375,2.762820482,
44.96543527,2773,317.9882813,92,103,0,8.4375,2.772824526,
44.97643065,2783,318.0761719,92,103,7.990057,8.525390625,2.783819914,
44.98642826,2794,318.0761719,92,103,0,8.525390625,2.79381752,
44.99643016,2804,318.0761719,92,103,0,8.525390625,2.803819418,
45.00742888,2815,318.0761719,92,103,0,8.525390625,2.814818144,
45.01742768,2825,318.0761719,92,103,0,8.525390625,2.824816942,
45.02842855,2835,318.0761719,92,103,0,8.525390625,2.835817814,
45.03842926,2846,318.1640625,92,103,8.7890625,8.61328125,2.84581852,
45.04942894,2856,318.1640625,92,103,0,8.61328125,2.856818199,
45.05942798,2867,318.1640625,92,103,0,8.61328125,2.866817236,
45.06942916,2877,318.2519531,92,103,7.990057,8.701171875,2.876818419,
45.08042741,2888,318.2519531,92,103,0,8.701171875,2.887816668,
45.09042954,2898,318.3398438,92,103,8.7890625,8.7890625,2.897818804,
45.1009984,2908,318.3398438,92,103,0,8.7890625,2.908387661,
45.11099935,2919,318.4277344,92,103,8.7890625,8.876953125,2.918388605,
45.1219995,2929,318.4277344,92,103,0,8.876953125,2.929388762,
45.13199973,2940,318.4277344,92,103,0,8.876953125,2.93938899,
45.14299989,2950,318.4277344,92,103,0,8.876953125,2.950389147,
45.1529994,2961,318.515625,92,103,8.7890625,8.96484375,2.96038866,
45.16399908,2971,318.515625,92,103,0,8.96484375,2.97138834,
45.17447829,2981,318.515625,92,103,0,8.96484375,2.981867552,
45.1844306,2992,318.515625,92,103,0,8.96484375,2.991819859,
45.1944325,3002,318.515625,92,103,0,8.96484375,3.001821756,
45.20552421,3013,318.515625,92,103,0,8.96484375,3.012913465,
45.21511579,3023,318.515625,92,103,0,8.96484375,3.022505045,
45.22611451,3034,318.6035156,92,103,7.990057,9.052734375,3.033503771,
45.23611641,3044,318.6035156,92,103,0,9.052734375,3.043505669,
45.24712157,3054,318.6035156,92,103,0,9.052734375,3.054510832,
45.25711417,3065,318.6035156,92,103,0,9.052734375,3.064503431,
45.26811647,3075,318.6914063,92,103,7.990057,9.140625,3.075505733,
45.27811384,3086,318.6914063,92,103,0,9.140625,3.085503101,
45.28811574,3096,318.7792969,92,103,8.7890625,9.228515625,3.095504999,
45.29921031,3106,318.7792969,92,103,0,9.228515625,3.106599569,
45.30988097,3117,318.7792969,92,103,0,9.228515625,3.117270231,
45.32006145,3127,318.8671875,92,103,7.990057,9.31640625,3.127450705,
45.3306179,3138,318.8671875,92,103,0,9.31640625,3.138007164,
45.34055066,3148,318.9550781,92,103,7.990057,9.404296875,3.14793992,
45.35155058,3159,319.0429688,92,103,8.7890625,9.4921875,3.158939838,
45.36154985,3169,319.0429688,92,103,0,9.4921875,3.168939114,
45.37224674,3179,319.1308594,92,103,7.990057,9.580078125,3.179636002,
45.38295507,3190,319.1308594,92,103,0,9.580078125,3.190344334,
45.39312148,3200,319.21875,92,103,7.990057,9.66796875,3.20051074,
45.40349531,3211,319.3066406,92,103,8.7890625,9.755859375,3.210884571,
45.41418004,3221,319.3066406,92,103,0,9.755859375,3.2215693,
45.42578125,3232,319.3945313,92,103,8.7890625,9.84375,3.233170509,
45.43437529,3242,319.3945313,92,103,0,9.84375,3.241764545,
45.44472909,3252,319.4824219,92,103,7.990057,9.931640625,3.252118349,
45.45548677,3263,319.5703125,92,103,8.7890625,10.01953125,3.262876034,
45.46548581,3273,319.5703125,92,103,0,10.01953125,3.272875071,
45.47648787,3284,319.6582031,92,103,8.7890625,10.10742188,3.283877134,
45.4864862,3294,319.6582031,92,103,0,10.10742188,3.293875456,
45.49748778,3305,319.7460938,92,103,8.7890625,10.1953125,3.304877043,
45.5074861,3315,319.7460938,92,103,0,10.1953125,3.314875364,
45.51748681,3325,319.7460938,92,103,0,10.1953125,3.32487607,
45.52848625,3336,319.7460938,92,103,0,10.1953125,3.335875511,
45.5394876,3346,319.7460938,92,103,0,10.1953125,3.34687686,
45.54948807,3357,319.7460938,92,103,0,10.1953125,3.356877327,
45.55948615,3367,319.7460938,92,103,0,10.1953125,3.36687541,
45.57048678,3378,319.7460938,92,103,0,10.1953125,3.377876043,
45.58048582,3388,319.7460938,92,103,0,10.1953125,3.38787508,
45.59048772,3398,319.7460938,92,103,0,10.1953125,3.397876978,
45.60148716,3409,319.7460938,92,103,0,10.1953125,3.408876419,
45.61148667,3419,319.7460938,92,103,0,10.1953125,3.418875933,
45.62248659,3430,319.7460938,92,103,0,10.1953125,3.429875851,
45.63248873,3440,319.7460938,92,103,0,10.1953125,3.439877987,
45.64348602,3451,319.6582031,92,103,-8.7890625,10.10742188,3.450875282,
45.65348697,3461,319.6582031,92,103,0,10.10742188,3.460876226,
45.66348791,3471,319.6582031,92,103,0,10.10742188,3.470877171,
45.6744864,3482,319.6582031,92,103,0,10.10742188,3.481875658,
45.6844871,3492,319.6582031,92,103,0,10.10742188,3.491876364,
45.69548512,3503,319.5703125,92,103,-8.7890625,10.01953125,3.502874374,
45.7054882,3513,319.5703125,92,103,0,10.01953125,3.512877464,
45.7164855,3523,319.5703125,92,103,0,10.01953125,3.52387476,
45.72648668,3534,319.5703125,92,103,0,10.01953125,3.533875942,
45.73648834,3544,319.5703125,92,103,0,10.01953125,3.543877602,
45.74748516,3555,319.5703125,92,103,0,10.01953125,3.55487442,
45.75848603,3565,319.5703125,92,103,0,10.01953125,3.565875292,
45.76848674,3576,319.5703125,92,103,0,10.01953125,3.575875998,
45.77848744,3586,319.5703125,92,103,0,10.01953125,3.585876703,
45.78948593,3596,319.6582031,92,103,7.990057,10.10742188,3.596875191,
45.7994864,3607,319.6582031,92,103,0,10.10742188,3.606875658,
45.80948663,3617,319.6582031,92,103,0,10.10742188,3.616875887,
45.82048631,3628,319.6582031,92,103,0,10.10742188,3.627875566,
45.8304863,3638,319.6582031,92,103,0,10.10742188,3.637875557,
45.84148717,3649,319.6582031,92,103,0,10.10742188,3.648876429,
45.85148644,3659,319.6582031,92,103,0,10.10742188,3.658875704,
45.86148691,3669,319.6582031,92,103,0,10.10742188,3.668876171,
45.8724885,3680,319.6582031,92,103,0,10.10742188,3.679877758,
45.88248706,3690,319.6582031,92,103,0,10.10742188,3.689876318,
45.89348578,3701,319.6582031,92,103,0,10.10742188,3.700875044,
45.90348792,3711,319.6582031,92,103,0,10.10742188,3.71087718,
45.91448736,3722,319.6582031,92,103,0,10.10742188,3.721876621,
45.92548609,3732,319.6582031,92,103,0,10.10742188,3.732875347,
45.93548703,3742,319.6582031,92,103,0,10.10742188,3.742876291,
45.9454875,3753,319.5703125,92,103,-8.7890625,10.01953125,3.752876759,
45.9554894,3763,319.6582031,92,103,7.990057,10.10742188,3.762878656,
45.96648788,3774,319.5703125,92,103,-8.7890625,10.01953125,3.773877144,
45.97648644,3784,319.5703125,92,103,0,10.01953125,3.783875704,
45.98748708,3795,319.5703125,92,103,0,10.01953125,3.794876337,
45.99748516,3805,319.5703125,92,103,0,10.01953125,3.80487442,
46.00748706,3815,319.5703125,92,103,0,10.01953125,3.814876318,
46.0184865,3826,319.5703125,92,103,0,10.01953125,3.825875759,
46.02848411,3836,319.5703125,92,103,0,10.01953125,3.835873365,
46.03948712,3847,319.5703125,92,103,0,10.01953125,3.846876383,
46.0504868,3857,319.5703125,92,103,0,10.01953125,3.857876062,
46.06048703,3868,319.5703125,92,103,0,10.01953125,3.867876291,
46.07048535,3878,319.5703125,92,103,0,10.01953125,3.877874613,
46.08048749,3888,319.5703125,92,103,0,10.01953125,3.887876749,
46.09148979,3899,319.5703125,92,103,0,10.01953125,3.898879051,
46.10148597,3909,319.5703125,92,103,0,10.01953125,3.908875227,
46.11248636,3920,319.5703125,92,103,0,10.01953125,3.919875622,
46.12248802,3930,319.5703125,92,103,0,10.01953125,3.929877281,
46.13348842,3940,319.5703125,92,103,0,10.01953125,3.940877676,
46.14348483,3951,319.5703125,92,103,0,10.01953125,3.95087409,
46.15348482,3961,319.5703125,92,103,0,10.01953125,3.960874081,
46.16448617,3972,319.5703125,92,103,0,10.01953125,3.971875429,
46.17448807,3982,319.5703125,92,103,0,10.01953125,3.981877327,
46.1854856,3993,319.5703125,92,103,0,10.01953125,3.992874861,
46.19548702,4003,319.5703125,92,103,0,10.01953125,4.002876282,
46.20591283,4013,319.5703125,92,103,0,10.01953125,4.013302088,
46.21591401,4024,319.5703125,92,103,0,10.01953125,4.02330327,
46.2269125,4034,319.5703125,92,103,0,10.01953125,4.034301758,
46.23691177,4045,319.5703125,92,103,0,10.01953125,4.044301033,
46.2479136,4055,319.4824219,92,103,-7.990057,9.931640625,4.055302858,
46.25791168,4066,319.4824219,92,103,0,9.931640625,4.065300941,
46.26891208,4076,319.4824219,92,103,0,9.931640625,4.076301336,
46.2789135,4086,319.4824219,92,103,0,9.931640625,4.086302757,
46.28991222,4097,319.4824219,92,103,0,9.931640625,4.097301483,
46.29991293,4107,319.4824219,92,103,0,9.931640625,4.107302189,
46.3109138,4118,319.4824219,92,103,0,9.931640625,4.118303061,
46.32091331,4128,319.4824219,92,103,0,9.931640625,4.128302574,
46.33091187,4139,319.4824219,92,103,0,9.931640625,4.138301134,
46.34191322,4149,319.4824219,92,103,0,9.931640625,4.149302483,
46.35191321,4159,319.4824219,92,103,0,9.931640625,4.159302473,
